IDN4,obec,IDN2,nationality_majority,SK-2021-rate,HU-2021-rate,RMY-2021-rate,RUE-2021-rate,obec_code,víťaz,Korčok,Pellegrini
502880,Turá - Tőre,4,SK,62.3%,34.0%,0.0%,0.0%,502880.0,Pellegrini,16.67,83.33
502898,Uhliská,4,SK,92.8%,1.1%,0.0%,0.0%,502898.0,Pellegrini,26.13,73.87
502910,Veľké Ludince - Nagyölved,4,HU,24.5%,69.2%,2.0%,0.0%,502910.0,Pellegrini,26.97,73.03
502928,Veľké Turovce - Nagytúr,4,HU,43.9%,53.5%,0.0%,0.0%,502928.0,Pellegrini,34.43,65.57
502936,Veľký Ďur,4,SK,91.7%,1.8%,0.3%,0.0%,502936.0,Pellegrini,40.66,59.34
502944,Vyškovce nad Ipľom - Ipolyvisk,4,HU,29.8%,57.9%,6.3%,0.0%,502944.0,Pellegrini,23.96,76.04
502952,Vyšné nad Hronom - Nagyod,4,SK,50.9%,41.7%,0.6%,0.0%,502952.0,Pellegrini,36.49,63.51
502961,Zalaba - Zalaba,4,HU,17.0%,82.3%,0.0%,0.0%,502961.0,Pellegrini,34.43,65.57
502979,Zbrojníky - Kétfegyvernek,4,SK,72.9%,23.3%,0.0%,0.0%,502979.0,Pellegrini,41.71,58.29
502987,Želiezovce - Zselíz,4,SK,49.9%,41.7%,0.1%,0.0%,502987.0,Pellegrini,45.09,54.91
502995,Žemberovce,4,SK,92.6%,1.1%,0.1%,0.1%,502995.0,Pellegrini,37.66,62.34
503002,Žemliare - Zsemlér,4,HU,40.7%,57.3%,0.0%,0.0%,503002.0,Pellegrini,16.92,83.08
503011,Nové Zámky - Érsekújvár,4,SK,70.2%,21.4%,0.1%,0.0%,503011.0,Korčok,53.52,46.48
503029,Andovce - Andód,4,SK,50.7%,42.8%,0.0%,0.0%,503029.0,Korčok,52.41,47.59
503037,Bajtava - Bajta,4,HU,11.7%,79.1%,0.3%,0.0%,503037.0,Pellegrini,14.88,85.12
503045,Bánov,4,SK,92.7%,1.1%,0.1%,0.0%,503045.0,Pellegrini,39.01,60.99
503053,Bardoňovo - Barsbaracska,4,SK,67.2%,29.3%,0.0%,0.0%,503053.0,Pellegrini,38.26,61.74
503061,Belá (NZ) - Béla,4,HU,23.4%,71.4%,0.0%,0.0%,503061.0,Pellegrini,20.14,79.86
503070,Bešeňov - Zsitvabesenyő,4,HU,30.6%,68.0%,0.0%,0.0%,503070.0,Korčok,51.17,48.83
503088,Bíňa - Bény,4,HU,15.1%,74.2%,0.3%,0.0%,503088.0,Pellegrini,20.38,79.62
503096,Branovo,4,SK,93.8%,4.7%,0.0%,0.0%,503096.0,Pellegrini,46.34,53.66
503100,Bruty - Bart,4,HU,13.8%,77.2%,0.2%,0.0%,503100.0,Pellegrini,24.2,75.8
503118,Čechy,4,SK,94.4%,3.0%,0.0%,0.0%,503118.0,Pellegrini,29.14,70.86
503126,Černík,4,SK,93.0%,0.5%,0.0%,0.0%,503126.0,Pellegrini,30.4,69.6
503134,Dedinka,4,SK,95.7%,0.9%,0.0%,0.0%,503134.0,Pellegrini,27.4,72.6
503151,Dolný Ohaj,4,SK,93.4%,0.7%,0.3%,0.0%,503151.0,Pellegrini,31.37,68.63
503169,Dubník - Csúz,4,HU,45.2%,48.6%,0.0%,0.0%,503169.0,Pellegrini,44.29,55.71
503177,Dvory nad Žitavou - Udvard,4,HU,34.3%,52.9%,0.6%,0.0%,503177.0,Pellegrini,48.58,51.42
503185,Gbelce - Köbölkút,4,HU,28.6%,64.2%,0.0%,0.0%,503185.0,Pellegrini,28.87,71.13
503193,Hul,4,SK,96.3%,0.6%,0.0%,0.0%,503193.0,Pellegrini,29.99,70.01
503207,Chľaba - Helemba,4,HU,24.1%,73.5%,0.0%,0.0%,503207.0,Pellegrini,21.9,78.1
503215,Jasová,4,SK,89.4%,2.0%,0.1%,0.0%,503215.0,Pellegrini,39.36,60.64
503223,Jatov,4,SK,91.4%,4.3%,0.0%,0.0%,503223.0,Pellegrini,34.07,65.93
503231,Kamenica nad Hronom - Garamkövesd,4,HU,20.5%,69.6%,0.6%,0.0%,503231.0,Pellegrini,29.78,70.22
503240,Kamenín - Kéménd,4,HU,18.1%,70.0%,0.4%,0.0%,503240.0,Pellegrini,18.35,81.65
503258,Kamenný Most - Kőhídgyarmat,4,HU,14.1%,79.4%,0.3%,0.0%,503258.0,Pellegrini,24.44,75.56
503266,Kmeťovo,4,SK,96.3%,0.4%,0.0%,0.0%,503266.0,Pellegrini,37.28,62.72
503274,Kolta,4,SK,92.5%,1.7%,0.1%,0.0%,503274.0,Pellegrini,29.4,70.6
503282,Komjatice,4,SK,90.3%,0.6%,0.1%,0.0%,503282.0,Pellegrini,34.28,65.72
503291,Komoča - Kamocsa,4,HU,23.5%,68.0%,0.2%,0.0%,503291.0,Pellegrini,39.21,60.79
503312,Leľa - Leléd,4,HU,16.6%,81.8%,0.0%,0.0%,503312.0,Pellegrini,18.95,81.05
503321,Lipová (NZ),4,SK,95.5%,0.3%,0.0%,0.0%,503321.0,Pellegrini,28.89,71.11
503339,Ľubá - Libád,4,HU,24.0%,69.1%,0.2%,0.0%,503339.0,Pellegrini,29.13,70.87
503347,Malá nad Hronom - Kicsind,4,HU,15.3%,80.9%,0.0%,0.0%,503347.0,Pellegrini,15.62,84.38
503355,Malé Kosihy - Ipolykiskeszi,4,HU,12.9%,78.6%,0.0%,0.0%,503355.0,Pellegrini,33.73,66.27
503363,Maňa,4,SK,95.7%,0.4%,0.4%,0.0%,503363.0,Pellegrini,27.33,72.67
503371,Michal nad Žitavou,4,SK,97.2%,0.7%,0.0%,0.0%,503371.0,Pellegrini,26.9,73.1
503380,Veľký Kýr - Nyitranagykér,4,SK,50.5%,47.8%,0.1%,0.0%,503380.0,Korčok,52.7,47.3
503398,Mojzesovo,4,SK,95.2%,0.4%,0.0%,0.0%,503398.0,Pellegrini,28.18,71.82
503401,Mužla - Muzsla,4,HU,16.1%,76.6%,2.2%,0.0%,503401.0,Pellegrini,34.93,65.07
503436,Nová Vieska - Kisújfalu,4,HU,12.5%,85.4%,0.0%,0.0%,503436.0,Pellegrini,23.68,76.32
503452,Palárikovo,4,SK,88.8%,1.8%,0.3%,0.1%,503452.0,Pellegrini,32.69,67.31
503461,Bodíky - Nagybodak,2,HU,29.9%,68.6%,0.0%,0.0%,503461.0,Pellegrini,48.46,51.54
503479,Podhájska,4,SK,92.2%,1.1%,0.0%,0.1%,503479.0,Pellegrini,34.29,65.71
503487,Pozba - Pozba,4,HU,29.6%,68.6%,0.0%,0.0%,503487.0,Pellegrini,43.03,56.97
503495,Radava,4,SK,97.4%,0.3%,0.0%,0.0%,503495.0,Pellegrini,36.12,63.88
503509,Rastislavice,4,SK,97.1%,0.9%,0.0%,0.0%,503509.0,Pellegrini,29.32,70.68
503517,Rúbaň - Fűr,4,HU,29.6%,67.0%,0.4%,0.0%,503517.0,Pellegrini,22.0,78.0
503525,Salka - Ipolyszalka,4,HU,7.9%,85.7%,0.0%,0.0%,503525.0,Pellegrini,14.02,85.98
503533,Semerovo,4,SK,91.7%,2.9%,0.4%,0.0%,503533.0,Pellegrini,20.68,79.32
503541,Sikenička - Kisgyarmat,4,HU,9.4%,84.4%,0.2%,0.0%,503541.0,Pellegrini,15.57,84.43
503550,Strekov - Kürt,4,HU,14.7%,79.9%,0.5%,0.0%,503550.0,Pellegrini,36.92,63.08
503568,Svodín - Szőgyén,4,HU,25.7%,68.8%,0.1%,0.0%,503568.0,Pellegrini,34.78,65.22
503576,Šarkan - Sárkányfalva,4,HU,35.0%,61.5%,0.0%,0.0%,503576.0,Pellegrini,20.69,79.31
503584,Štúrovo - Párkány,4,HU,27.5%,64.4%,0.1%,0.0%,503584.0,Pellegrini,40.25,59.75
503592,Šurany,4,SK,91.2%,0.6%,0.2%,0.1%,503592.0,Pellegrini,33.25,66.75
503606,Trávnica,4,SK,94.6%,1.2%,0.0%,0.0%,503606.0,Pellegrini,36.31,63.69
503614,Tvrdošovce - Tardoskedd,4,HU,39.2%,55.1%,0.3%,0.0%,503614.0,Pellegrini,44.73,55.27
503631,Veľké Lovce,4,SK,79.3%,7.9%,1.3%,0.0%,503631.0,Pellegrini,35.43,64.57
503649,Zemné - Szímő,4,HU,21.4%,70.4%,3.7%,0.0%,503649.0,Pellegrini,26.78,73.22
503665,Galanta - Galánta,2,SK,63.1%,27.7%,0.2%,0.0%,503665.0,Korčok,52.87,47.13
503673,Abrahám,2,SK,96.8%,1.0%,0.1%,0.0%,503673.0,Pellegrini,39.65,60.35
503681,Boldog - Pozsonyboldogfa,1,HU,46.7%,47.5%,0.0%,0.0%,503681.0,Korčok,66.67,33.33
503690,Čierna Voda - Feketenyék,2,HU,19.0%,80.2%,0.0%,0.0%,503690.0,Pellegrini,28.4,71.6
503703,Čierny Brod - Vízkelet,2,HU,24.6%,70.7%,0.3%,0.0%,503703.0,Pellegrini,38.05,61.95
503711,Diakovce - Deáki,4,HU,42.2%,51.7%,0.8%,0.0%,503711.0,Pellegrini,44.13,55.87
503720,Dlhá nad Váhom - Vághosszúfalu,4,HU,45.6%,51.0%,0.0%,0.2%,503720.0,Korčok,58.89,41.11
503746,Dolné Saliby - Alsószeli,2,HU,30.4%,66.8%,0.1%,0.0%,503746.0,Pellegrini,45.2,54.8
503754,Dolný Chotár - Alsóhatár,2,HU,48.2%,48.8%,0.0%,0.0%,503754.0,Pellegrini,36.54,63.46
503762,Gáň,2,SK,92.8%,4.3%,0.0%,0.1%,503762.0,Pellegrini,47.66,52.34
503771,Horné Saliby - Felsőszeli,2,HU,37.4%,57.0%,0.1%,0.1%,503771.0,Pellegrini,41.35,58.65
503789,Hoste,2,SK,96.1%,0.5%,0.0%,0.0%,503789.0,Pellegrini,40.15,59.85
503797,Hrubá Borša,1,SK,85.4%,9.0%,0.0%,0.1%,503797.0,Korčok,68.56,31.44
503801,Hrubý Šúr - Hegysúr,1,SK,51.4%,40.8%,0.1%,0.1%,503801.0,Korčok,63.07,36.93
503819,Hurbanova Ves,1,SK,87.3%,8.5%,0.0%,0.0%,503819.0,Korčok,62.78,37.22
503827,Jánovce (GA),2,SK,77.8%,18.5%,0.0%,0.0%,503827.0,Korčok,57.3,42.7
503835,Jelka - Jóka,2,HU,43.6%,49.9%,1.1%,0.1%,503835.0,Pellegrini,49.31,50.69
503843,Kajal - Nemeskajal,2,HU,39.6%,50.4%,0.2%,0.1%,503843.0,Pellegrini,47.73,52.27
503851,Kostolná pri Dunaji - Egyházfa,1,SK,62.0%,35.0%,0.0%,0.5%,503851.0,Korčok,62.96,37.04
503860,Košúty - Nemeskosút,2,SK,58.3%,37.4%,0.0%,0.1%,503860.0,Pellegrini,46.83,53.17
503878,Kráľov Brod - Királyrév,2,HU,20.9%,77.0%,0.0%,0.0%,503878.0,Pellegrini,33.89,66.11
503886,Kráľová nad Váhom - Vágkirályfa,4,HU,41.7%,53.6%,0.1%,0.0%,503886.0,Korčok,51.25,48.75
503894,Kráľová pri Senci,1,SK,88.0%,3.3%,0.0%,0.0%,503894.0,Korčok,54.79,45.21
503924,Mostová - Hidaskürt,2,HU,20.1%,74.9%,0.3%,0.0%,503924.0,Pellegrini,44.23,55.77
503932,Neded - Negyed,4,HU,41.7%,51.5%,2.8%,0.0%,503932.0,Pellegrini,29.62,70.38
503959,Pata,2,SK,96.3%,0.4%,0.0%,0.0%,503959.0,Pellegrini,36.2,63.8
503967,Pusté Sady,2,SK,94.9%,0.7%,0.0%,0.0%,503967.0,Pellegrini,36.47,63.53
503975,Pusté Úľany,2,SK,94.7%,2.4%,0.0%,0.0%,503975.0,Pellegrini,46.32,53.68
503983,Reca - Réte,1,SK,67.3%,26.6%,0.1%,0.1%,503983.0,Korčok,54.42,45.58
503991,Selice - Szelőce,4,SK,50.5%,35.1%,1.5%,0.0%,503991.0,Pellegrini,31.64,68.36
504009,Sereď,2,SK,91.4%,0.9%,0.0%,0.0%,504009.0,Pellegrini,44.13,55.87
504017,Sládkovičovo - Diószeg,2,SK,70.9%,25.4%,0.4%,0.0%,504017.0,Korčok,56.19,43.81
504025,Šaľa,4,SK,78.5%,13.1%,0.1%,0.0%,504025.0,Korčok,55.58,44.42
504033,Šalgočka,2,SK,95.7%,0.6%,0.0%,0.0%,504033.0,Pellegrini,35.24,64.76
504041,Šintava,2,SK,96.4%,0.5%,0.0%,0.0%,504041.0,Pellegrini,46.61,53.39
504050,Šoporňa,2,SK,93.3%,0.5%,0.1%,0.0%,504050.0,Pellegrini,32.46,67.54
504068,Tešedíkovo - Pered,4,HU,24.5%,70.4%,0.1%,0.0%,504068.0,Pellegrini,36.28,63.72
504076,Tomášikovo - Tallós,2,HU,18.1%,71.7%,1.2%,0.0%,504076.0,Pellegrini,35.57,64.43
504084,Topoľnica - Tósnyárasd,2,SK,54.9%,42.8%,0.0%,0.0%,504084.0,Korčok,54.56,45.44
504092,Trnovec nad Váhom,4,SK,75.6%,12.0%,0.1%,0.0%,504092.0,Pellegrini,43.36,56.64
504106,Trstice - Nádszeg,2,HU,11.5%,85.6%,0.0%,0.0%,504106.0,Pellegrini,41.47,58.53
504114,Váhovce - Vága,2,HU,40.4%,53.1%,0.4%,0.0%,504114.0,Pellegrini,46.34,53.66
504122,Veľká Mača - Nagymácséd,2,HU,28.7%,66.4%,0.0%,0.0%,504122.0,Korčok,56.72,43.28
504131,Veľké Úľany - Nagyfödémes,2,HU,41.6%,53.7%,0.0%,0.0%,504131.0,Korčok,57.06,42.94
504149,Veľký Grob,2,SK,91.6%,1.9%,0.3%,0.1%,504149.0,Pellegrini,49.52,50.48
504157,Vinohrady nad Váhom,2,SK,93.1%,0.2%,0.0%,0.1%,504157.0,Pellegrini,38.6,61.4
504165,Vlčany - Vágfarkasd,4,HU,30.9%,62.1%,0.1%,0.0%,504165.0,Pellegrini,37.32,62.68
504173,Vozokany (GA) - Pozsonyvezekény,2,HU,23.8%,71.9%,0.1%,0.0%,504173.0,Pellegrini,31.35,68.65
504181,Zemianske Sady,2,SK,95.3%,0.6%,0.0%,0.1%,504181.0,Pellegrini,30.45,69.55
504190,Žihárec - Zsigárd,4,HU,35.0%,59.4%,0.2%,0.0%,504190.0,Pellegrini,35.27,64.73
504203,Senica,2,SK,93.5%,0.1%,0.1%,0.0%,504203.0,Korčok,51.7,48.3
504211,Bílkove Humence,2,SK,99.0%,0.0%,0.0%,0.0%,504211.0,Pellegrini,44.83,55.17
504220,Borský Svätý Jur,2,SK,96.1%,0.2%,0.1%,0.0%,504220.0,Pellegrini,47.7,52.3
504238,Borský Mikuláš,2,SK,96.4%,0.2%,0.1%,0.1%,504238.0,Pellegrini,44.58,55.42
504254,Brestovec (MY),3,SK,97.7%,0.0%,0.0%,0.1%,504254.0,Pellegrini,47.58,52.42
504262,Brezová pod Bradlom,3,SK,93.5%,0.1%,0.1%,0.0%,504262.0,Pellegrini,45.95,54.05
504271,Brodské,2,SK,90.7%,0.1%,0.4%,0.0%,504271.0,Korčok,51.78,48.22
504289,Bukovec (MY),3,SK,97.0%,0.5%,0.0%,0.0%,504289.0,Korčok,50.95,49.05
504297,Cerová,2,SK,96.9%,0.1%,0.0%,0.0%,504297.0,Pellegrini,47.51,52.49
504319,Čáry,2,SK,95.9%,0.3%,0.7%,0.0%,504319.0,Pellegrini,34.09,65.91
504327,Častkov,2,SK,98.4%,0.0%,0.0%,0.0%,504327.0,Korčok,58.05,41.95
504335,Dojč,2,SK,97.6%,0.0%,0.1%,0.0%,504335.0,Pellegrini,44.49,55.51
504343,Dubovce,2,SK,95.9%,0.2%,0.0%,0.0%,504343.0,Pellegrini,47.6,52.4
504351,Gbely,2,SK,90.1%,0.2%,0.1%,0.0%,504351.0,Korčok,55.82,44.18
504360,Hlboké,2,SK,93.8%,0.0%,0.2%,0.0%,504360.0,Pellegrini,43.25,56.75
504378,Holíč,2,SK,89.6%,0.1%,0.3%,0.0%,504378.0,Korčok,56.04,43.96
504386,Hradište pod Vrátnom,2,SK,94.3%,0.7%,0.6%,0.0%,504386.0,Pellegrini,45.07,54.93
504394,Chropov,2,SK,95.8%,0.0%,1.6%,0.0%,504394.0,Pellegrini,43.6,56.4
504408,Chvojnica (MY),3,SK,95.1%,0.3%,0.0%,0.0%,504408.0,Pellegrini,46.15,53.85
504416,Jablonica,2,SK,97.8%,0.1%,0.0%,0.1%,504416.0,Pellegrini,42.54,57.46
504424,Jablonka,3,SK,96.4%,0.9%,0.0%,0.0%,504424.0,Pellegrini,39.3,60.7
504432,Kátov,2,SK,96.2%,0.3%,0.0%,0.0%,504432.0,Pellegrini,47.2,52.8
504459,Kopčany,2,SK,92.2%,0.1%,0.1%,0.0%,504459.0,Pellegrini,45.92,54.08
504467,Košariská,3,SK,97.3%,0.2%,0.0%,0.0%,504467.0,Pellegrini,47.02,52.98
504475,Koválov,2,SK,98.0%,0.0%,0.0%,0.0%,504475.0,Korčok,58.08,41.92
504483,Koválovec,2,SK,93.8%,0.0%,0.0%,0.0%,504483.0,Pellegrini,48.86,51.14
504491,Kuklov,2,SK,97.3%,0.3%,0.3%,0.1%,504491.0,Pellegrini,36.79,63.21
504513,Kúty,2,SK,95.1%,0.1%,0.1%,0.0%,504513.0,Korčok,74.55,25.45
504521,Lakšárska Nová Ves,2,SK,95.4%,0.1%,0.3%,0.0%,504521.0,Pellegrini,46.11,53.89
504530,Letničie,2,SK,96.4%,0.2%,0.0%,0.0%,504530.0,Pellegrini,47.69,52.31
504548,Lopašov,2,SK,98.8%,0.0%,0.0%,0.0%,504548.0,Korčok,81.95,18.05
504556,Malé Leváre,1,SK,88.4%,0.3%,0.8%,0.1%,504556.0,Pellegrini,48.19,51.81
504564,Mokrý Háj,2,SK,94.4%,0.3%,0.0%,0.0%,504564.0,Korčok,54.12,45.88
504572,Moravský Svätý Ján,2,SK,95.5%,0.1%,0.0%,0.0%,504572.0,Korčok,57.77,42.23
504581,Myjava,3,SK,91.9%,0.2%,0.2%,0.0%,504581.0,Pellegrini,49.81,50.19
504599,Oreské (SI),2,SK,97.7%,0.0%,0.0%,0.0%,504599.0,Korčok,76.15,23.85
504602,Osuské,2,SK,97.5%,0.0%,0.3%,0.0%,504602.0,Pellegrini,40.14,59.86
504611,Petrova Ves,2,SK,97.8%,0.5%,0.0%,0.0%,504611.0,Korčok,56.39,43.61
504629,Plavecké Podhradie,1,SK,96.8%,0.1%,0.0%,0.1%,504629.0,Korčok,52.74,47.26
504637,Plavecký Mikuláš,1,SK,98.0%,0.3%,0.0%,0.0%,504637.0,Pellegrini,38.51,61.49
504645,Plavecký Peter,2,SK,95.4%,0.0%,0.0%,0.0%,504645.0,Pellegrini,39.64,60.36
504653,Podbranč,2,SK,95.7%,0.0%,0.0%,0.0%,504653.0,Pellegrini,44.22,55.78
504661,Polianka,3,SK,92.7%,0.3%,0.0%,0.0%,504661.0,Pellegrini,42.92,57.08
504670,Popudinské Močidľany,2,SK,96.4%,0.1%,0.6%,0.0%,504670.0,Korčok,57.42,42.58
504688,Poriadie,3,SK,98.2%,0.1%,0.1%,0.0%,504688.0,Korčok,51.96,48.04
504696,Priepasné,3,SK,96.0%,0.0%,0.6%,0.8%,504696.0,Pellegrini,37.77,62.23
504700,Prietrž,2,SK,92.6%,0.1%,0.0%,0.4%,504700.0,Pellegrini,44.57,55.43
504718,Prietržka,2,SK,96.1%,0.0%,0.0%,0.0%,504718.0,Korčok,63.88,36.12
504726,Prievaly,2,SK,96.8%,0.1%,0.0%,0.0%,504726.0,Pellegrini,45.75,54.25
504734,Radimov,2,SK,98.7%,0.0%,0.0%,0.0%,504734.0,Pellegrini,49.47,50.53
504742,Radošovce (SI),2,SK,94.9%,0.2%,0.0%,0.0%,504742.0,Korčok,61.24,38.76
504769,Rohožník (MA),1,SK,90.6%,0.2%,0.1%,0.1%,504769.0,Pellegrini,46.67,53.33
504777,Rovensko,2,SK,97.9%,0.0%,0.0%,0.0%,504777.0,Korčok,60.9,39.1
504793,Rudník (MY),3,SK,98.3%,0.0%,0.0%,0.0%,504793.0,Pellegrini,40.25,59.75
504815,Skalica,2,SK,89.0%,0.1%,0.1%,0.0%,504815.0,Korčok,61.14,38.86
504823,Smolinské,2,SK,98.6%,0.2%,0.0%,0.0%,504823.0,Korčok,50.59,49.41
504831,Smrdáky,2,SK,98.8%,0.2%,0.0%,0.0%,504831.0,Pellegrini,46.31,53.69
504840,Sobotište,2,SK,97.6%,0.1%,0.1%,0.0%,504840.0,Korčok,54.23,45.77
504858,Sološnica,1,SK,96.0%,0.5%,0.1%,0.1%,504858.0,Pellegrini,48.21,51.79
504866,Stará Myjava,3,SK,96.7%,0.0%,0.0%,0.0%,504866.0,Korčok,54.47,45.53
504874,Studienka,1,SK,96.4%,0.2%,0.2%,0.0%,504874.0,Pellegrini,46.4,53.6
504882,Šajdíkove Humence,2,SK,94.8%,0.1%,0.3%,0.0%,504882.0,Korčok,50.68,49.32
504891,Šaštín-Stráže,2,SK,94.0%,0.1%,1.9%,0.0%,504891.0,Pellegrini,40.38,59.62
504904,Štefanov,2,SK,93.4%,0.1%,5.3%,0.0%,504904.0,Pellegrini,36.0,64.0
504912,Trnovec,2,SK,96.1%,0.0%,0.0%,0.0%,504912.0,Korčok,61.18,38.82
504939,Unín,2,SK,94.5%,0.0%,0.3%,0.0%,504939.0,Korčok,51.19,48.81
504947,Veľké Leváre,1,SK,92.0%,0.3%,0.4%,0.1%,504947.0,Pellegrini,45.66,54.34
504963,Vrádište,2,SK,95.4%,0.2%,0.0%,0.0%,504963.0,Korčok,51.25,48.75
504971,Vrbovce,3,SK,92.8%,0.1%,0.1%,0.0%,504971.0,Pellegrini,46.66,53.34
504980,Závod,1,SK,96.5%,0.3%,0.3%,0.0%,504980.0,Korčok,50.94,49.06
504998,Topoľčany,4,SK,91.3%,0.2%,0.1%,0.0%,504998.0,Pellegrini,38.13,61.87
505021,Lipovník (TO),4,SK,98.1%,0.3%,0.3%,0.0%,505021.0,Pellegrini,34.65,65.35
505048,Ludanice,4,SK,94.1%,0.3%,0.1%,0.0%,505048.0,Pellegrini,28.47,71.53
505056,Ľutov,3,SK,98.9%,0.0%,0.0%,0.0%,505056.0,Pellegrini,40.34,59.66
505064,Lužany,4,SK,99.1%,0.4%,0.0%,0.0%,505064.0,Pellegrini,33.58,66.42
505072,Malá Hradná,3,SK,99.0%,0.0%,0.0%,0.0%,505072.0,Pellegrini,38.93,61.07
505102,Malé Hoste,3,SK,97.6%,0.0%,0.0%,0.0%,505102.0,Pellegrini,18.81,81.19
505129,Malé Kršteňany,3,SK,95.1%,0.2%,0.0%,0.0%,505129.0,Pellegrini,38.41,61.59
505137,Malé Ripňany,4,SK,96.9%,0.2%,0.0%,0.0%,505137.0,Pellegrini,24.84,75.16
505153,Miezgovce,3,SK,99.3%,0.0%,0.0%,0.0%,505153.0,Pellegrini,40.76,59.24
505170,Nadlice,3,SK,98.1%,0.0%,0.0%,0.0%,505170.0,Pellegrini,31.36,68.64
505196,Nedanovce,3,SK,98.9%,0.2%,0.2%,0.0%,505196.0,Pellegrini,27.45,72.55
505200,Nedašovce,3,SK,97.5%,0.2%,0.0%,0.0%,505200.0,Pellegrini,20.4,79.6
505226,Nemečky,4,SK,99.0%,0.0%,0.0%,0.0%,505226.0,Pellegrini,23.23,76.77
505234,Nitrianska Blatnica,4,SK,96.3%,0.1%,0.1%,0.0%,505234.0,Pellegrini,29.74,70.26
505242,Nitrianska Streda,4,SK,96.9%,0.0%,0.1%,0.0%,505242.0,Pellegrini,26.35,73.65
505251,Norovce,4,SK,94.0%,0.0%,0.0%,0.0%,505251.0,Pellegrini,30.57,69.43
505277,Omastiná,3,SK,100.0%,0.0%,0.0%,0.0%,505277.0,Pellegrini,28.21,71.79
505285,Oponice,4,SK,93.2%,0.4%,0.0%,0.0%,505285.0,Pellegrini,22.88,77.12
505307,Ostratice,3,SK,97.9%,0.0%,0.0%,0.0%,505307.0,Pellegrini,32.37,67.63
505315,Partizánske,3,SK,90.4%,0.2%,0.2%,0.0%,505315.0,Pellegrini,40.03,59.97
505323,Pažiť,3,SK,97.0%,0.0%,0.2%,0.0%,505323.0,Pellegrini,42.11,57.89
505331,Pečeňany,3,SK,95.4%,0.0%,1.0%,0.2%,505331.0,Pellegrini,33.33,66.67
505340,Podhradie (TO),4,SK,97.2%,0.0%,0.0%,0.0%,505340.0,Pellegrini,30.68,69.32
505358,Podlužany (BN),3,SK,95.8%,0.0%,0.2%,0.0%,505358.0,Pellegrini,35.8,64.2
505374,Prašice,4,SK,96.9%,0.1%,0.0%,0.0%,505374.0,Pellegrini,35.99,64.01
505382,Pravotice,3,SK,98.8%,0.0%,0.0%,0.0%,505382.0,Pellegrini,45.33,54.67
505404,Preseľany,4,SK,96.0%,0.1%,0.0%,0.0%,505404.0,Pellegrini,34.77,65.23
505412,Prusy,3,SK,96.9%,0.3%,0.0%,0.0%,505412.0,Pellegrini,40.56,59.44
505421,Radošina,4,SK,93.6%,0.2%,0.1%,0.0%,505421.0,Pellegrini,40.53,59.47
505439,Rajčany,4,SK,96.3%,0.0%,0.0%,0.0%,505439.0,Pellegrini,29.69,70.31
505447,Ruskovce (BN),3,SK,98.7%,0.0%,0.0%,0.0%,505447.0,Pellegrini,45.34,54.66
505455,Rybany,3,SK,95.5%,0.1%,0.3%,0.0%,505455.0,Pellegrini,35.69,64.31
505463,Skačany,3,SK,97.2%,1.5%,0.1%,0.0%,505463.0,Pellegrini,36.04,63.96
505471,Slatina nad Bebravou,3,SK,97.1%,0.2%,0.0%,0.0%,505471.0,Pellegrini,28.84,71.16
505480,Slatinka nad Bebravou,3,SK,97.0%,0.0%,0.0%,0.0%,505480.0,Pellegrini,23.08,76.92
505498,Solčany,4,SK,97.1%,0.1%,0.0%,0.0%,505498.0,Pellegrini,30.18,69.82
505510,Súlovce,4,SK,98.0%,0.0%,0.0%,0.0%,505510.0,Pellegrini,26.05,73.95
505536,Šalgovce,4,SK,97.1%,0.4%,0.0%,0.0%,505536.0,Pellegrini,36.48,63.52
505544,Šípkov,3,SK,96.6%,0.0%,0.0%,0.0%,505544.0,Pellegrini,22.62,77.38
505552,Šišov,3,SK,97.6%,0.0%,0.0%,0.0%,505552.0,Pellegrini,19.78,80.22
505561,Tesáre,4,SK,97.4%,0.1%,0.0%,0.1%,505561.0,Pellegrini,31.41,68.59
505579,Timoradza,3,SK,98.8%,0.0%,0.0%,0.0%,505579.0,Pellegrini,26.37,73.63
505595,Trebichava,3,SK,92.7%,0.0%,0.0%,0.0%,505595.0,Pellegrini,37.21,62.79
505617,Tvrdomestice,4,SK,98.2%,0.0%,0.0%,0.0%,505617.0,Pellegrini,18.88,81.12
505625,Uhrovec,3,SK,97.1%,0.3%,0.0%,0.0%,505625.0,Pellegrini,34.23,65.77
505633,Uhrovské Podhradie,3,SK,92.3%,0.0%,0.0%,0.0%,505633.0,Pellegrini,33.33,66.67
505641,Urmince,4,SK,94.8%,0.0%,0.0%,0.0%,505641.0,Pellegrini,33.71,66.29
505676,Veľké Dvorany,4,SK,95.6%,0.0%,0.0%,0.0%,505676.0,Pellegrini,24.2,75.8
505684,Veľké Hoste,3,SK,98.2%,0.0%,0.0%,0.0%,505684.0,Pellegrini,37.62,62.38
505692,Veľké Chlievany,3,SK,97.6%,0.0%,0.2%,0.0%,505692.0,Pellegrini,30.5,69.5
505706,Veľké Kršteňany,3,SK,93.8%,0.0%,0.3%,0.0%,505706.0,Pellegrini,29.72,70.28
505714,Veľké Ripňany,4,SK,95.9%,0.1%,0.0%,0.3%,505714.0,Pellegrini,35.72,64.28
505722,Veľké Uherce,3,SK,97.5%,0.2%,0.0%,0.1%,505722.0,Pellegrini,38.67,61.33
